,Unnamed: 0,text,polarity,truthful,tokens
272,272,"Our experience at Hotel Monaco was wonderful. My fiancee and I stayed two nights in the Tranquility suite--absolutely exquisite! We had wonderful room service and practically never had to leave our room. (Except to go to the gym :) I was able to do yoga on the trip because they had yoga accessories in the room! I was surprised by that. This hotel was the definition of 'luxury', they had anything we needed and more. My fiancee said we were staying at a really 'nice' hotel but I had no idea until we walked in the door. As soon as you walk in you are met with the charming atmosphere and luxurious decor. I have to admit, cheesy as it may sound, I felt like a queen all weekend long :) Most of the time I have at least one problem with the hotel I stayed at, but I have to say at this point I have no complaints at all about Hotel Monaco and I will definitely look forward to staying there again during my next trip to Chicago.
",pos,dec,"[('experience', 'NN'), ('hotel', 'NN'), ('monaco', 'NN'), ('wonderful', 'JJ'), ('fiancee', 'NN'), ('stayed', 'VBD'), ('two', 'CD'), ('nights', 'NNS'), ('tranquility', 'NN'), ('suite', 'VBP'), ('absolutely', 'RB'), ('exquisite', 'JJ'), ('wonderful', 'JJ'), ('room', 'NN'), ('service', 'NN'), ('practically', 'RB'), ('never', 'RB'), ('leave', 'VBP'), ('room', 'NN'), ('except', 'IN'), ('gym', 'NN'), ('able', 'JJ'), ('yoga', 'NN'), ('trip', 'NN'), ('yoga', 'NN'), ('accessories', 'NNS'), ('room', 'NN'), ('surprised', 'VBD'), ('hotel', 'NN'), ('definition', 'NN'), (""'luxury"", 'POS'), ('anything', 'NN'), ('needed', 'VBD'), ('fiancee', 'NN'), ('said', 'VBD'), ('staying', 'VBG'), ('really', 'RB'), (""'nice"", 'JJ'), ('hotel', 'NN'), ('idea', 'NN'), ('walked', 'VBD'), ('door', 'JJ'), ('soon', 'RB'), ('walk', 'VBP'), ('met', 'VBN'), ('charming', 'VBG'), ('atmosphere', 'RB'), ('luxurious', 'JJ'), ('decor', 'NN'), ('admit', 'NN'), ('cheesy', 'NN'), ('may', 'MD'), ('sound', 'VB'), ('felt', 'NNS'), ('like', 'IN'), ('queen', 'JJ'), ('weekend', 'NN'), ('long', 'JJ'), ('time', 'NN'), ('least', 'JJS'), ('one', 'CD'), ('problem', 'NN'), ('hotel', 'NN'), ('stayed', 'VBD'), ('say', 'VBP'), ('point', 'NN'), ('complaints', 'NNS'), ('hotel', 'NN'), ('monaco', 'NN'), ('will', 'MD'), ('definitely', 'RB'), ('look', 'VB'), ('forward', 'RB'), ('staying', 'VBG'), ('next', 'JJ'), ('trip', 'NN'), ('chicago', 'NN')]"
273,273,"My stay at the Hotel Monaco Chicago was amazing. The staff are polite and well poised, eager to give a helping hand in a short notice. To someone like me, who had never even been in the city of Chicago, it really gave me a good feeling throughout my whole trip. The rooms, hallways and facilities were exceptionally clean and tidy, and whenver I went out, I would always find my room perfect ; be it for a night of undwinding after one of my conferences, or just to hit the mattress and sleep. During my stay, I stopped at their restuarant where I had one of the best American style meal in a while. Overall, the Hotel Monaco is a place I would surely stay at again if given the chance to visit Chicago for a second time. It is truely exceptional.
",pos,dec,"[('stay', 'JJ'), ('hotel', 'NN'), ('monaco', 'NN'), ('chicago', 'NN'), ('amazing', 'JJ'), ('staff', 'NN'), ('polite', 'RB'), ('well', 'RB'), ('poised', 'VBN'), ('eager', 'JJ'), ('give', 'JJ'), ('helping', 'VBG'), ('hand', 'NN'), ('short', 'JJ'), ('notice', 'NN'), ('someone', 'NN'), ('like', 'IN'), ('never', 'RB'), ('even', 'RB'), ('city', 'NN'), ('chicago', 'VBP'), ('really', 'RB'), ('gave', 'VBD'), ('good', 'JJ'), ('feeling', 'NN'), ('throughout', 'IN'), ('whole', 'JJ'), ('trip', 'NN'), ('rooms', 'NNS'), ('hallways', 'VBZ'), ('facilities', 'NNS'), ('exceptionally', 'RB'), ('clean', 'JJ'), ('tidy', 'NN'), ('whenver', 'WDT'), ('went', 'VBD'), ('always', 'RB'), ('find', 'VB'), ('room', 'NN'), ('perfect', 'JJ'), ('night', 'NN'), ('undwinding', 'VBG'), ('one', 'CD'), ('conferences', 'NNS'), ('just', 'RB'), ('hit', 'VB'), ('mattress', 'JJ'), ('sleep', 'JJ'), ('stay', 'NN'), ('stopped', 'VBD'), ('restuarant', 'VB'), ('one', 'CD'), ('best', 'JJS'), ('american', 'JJ'), ('style', 'NN'), ('meal', 'NN'), ('overall', 'JJ'), ('hotel', 'NN'), ('monaco', 'NN'), ('place', 'NN'), ('surely', 'RB'), ('stay', 'VB'), ('given', 'VBN'), ('chance', 'NN'), ('visit', 'NN'), ('chicago', 'VB'), ('second', 'JJ'), ('time', 'NN'), ('truely', 'RB'), ('exceptional', 'JJ')]"
274,274,"I went to Chicago and We made a reservation to Hotel Monaco Chicago which is a Kimpton Hotel, and I decided to stay in a tranquility suite. Which was amazing I went with my family and all of us had a comfortable space. Room Service Was great served quickly and the cleaners clean quick. Another thing was that it was pet friendly which I thought was cool meaning you could bring your dogs. The hotel was amazing and beutiful.
",pos,dec,"[('went', 'VBD'), ('chicago', 'NNS'), ('made', 'VBN'), ('reservation', 'NN'), ('hotel', 'NN'), ('monaco', 'NN'), ('chicago', 'JJ'), ('kimpton', 'NNP'), ('hotel', 'NN'), ('decided', 'VBD'), ('stay', 'JJ'), ('tranquility', 'NN'), ('suite', 'NN'), ('amazing', 'VBG'), ('went', 'VBD'), ('family', 'NN'), ('comfortable', 'JJ'), ('space', 'NN'), ('room', 'NN'), ('service', 'NN'), ('great', 'JJ'), ('served', 'VBD'), ('quickly', 'RB'), ('cleaners', 'NNS'), ('clean', 'VBP'), ('quick', 'JJ'), ('another', 'DT'), ('thing', 'NN'), ('pet', 'NN'), ('friendly', 'RB'), ('thought', 'VBD'), ('cool', 'JJ'), ('meaning', 'VBG'), ('bring', 'JJ'), ('dogs', 'NNS'), ('hotel', 'NN'), ('amazing', 'VBG'), ('beutiful', 'NN')]"
275,275,"I frequently have business meetings in Downtown Chicago and find that the Hotel Monaco Chicago, gives me the peace of mind to make those meetings enjoyable. While it might be more expensive than your average hotel....but there is nothing average in this hotel. Exceeds any expectations - service, food, quality, atmosphere were heads above anywhere. Thanks for making my trips to Chicago - the best of the best.
",pos,dec,"[('frequently', 'RB'), ('business', 'NN'), ('meetings', 'NNS'), ('downtown', 'RP'), ('chicago', 'JJ'), ('find', 'JJ'), ('hotel', 'NN'), ('monaco', 'NN'), ('chicago', 'VBP'), ('gives', 'VBZ'), ('peace', 'NN'), ('mind', 'NN'), ('make', 'VBP'), ('meetings', 'NNS'), ('enjoyable', 'JJ'), ('might', 'MD'), ('expensive', 'JJ'), ('average', 'JJ'), ('hotel', 'NN'), ('....', 'NN'), ('nothing', 'NN'), ('average', 'JJ'), ('hotel', 'NN'), ('exceeds', 'VBZ'), ('expectations', 'NNS'), ('service', 'NN'), ('food', 'NN'), ('quality', 'NN'), ('atmosphere', 'RB'), ('heads', 'VBZ'), ('anywhere', 'JJ'), ('thanks', 'NNS'), ('making', 'VBG'), ('trips', 'NNS'), ('chicago', 'RB'), ('best', 'JJS'), ('best', 'JJS')]"
276,276,"Beautiful hotel in chicago. I visited this hotel on my honeymoon with my wife. They are pet friendly and even provide in room spa services. I would recommend hotel monaco if you are looking to stay in a luxury hotel in chicago.
",pos,dec,"[('beautiful', 'JJ'), ('hotel', 'NN'), ('chicago', 'RB'), ('visited', 'VBD'), ('hotel', 'NN'), ('honeymoon', 'NN'), ('wife', 'NN'), ('pet', 'VBP'), ('friendly', 'RB'), ('even', 'RB'), ('provide', 'VBP'), ('room', 'NN'), ('spa', 'NN'), ('services', 'NNS'), ('recommend', 'VBP'), ('hotel', 'NN'), ('monaco', 'NN'), ('looking', 'VBG'), ('stay', 'JJ'), ('luxury', 'JJ'), ('hotel', 'NN'), ('chicago', 'NN')]"
277,277,"As I walked into the hotel I was greeted warm heartedly. They took my information from me in an efficient manner and got me to my room quickly. I was very pleased to see that my bed was laid out perfectly and that there was plenty of towels in the bathroom. Also, I was happy to see that the shampoo and soap provided was sufficient. Overall, I was very happy with my stay at this hotel. 
",pos,dec,"[('walked', 'JJ'), ('hotel', 'NN'), ('greeted', 'VBD'), ('warm', 'JJ'), ('heartedly', 'RB'), ('took', 'VBD'), ('information', 'NN'), ('efficient', 'NN'), ('manner', 'NN'), ('got', 'VBD'), ('room', 'NN'), ('quickly', 'RB'), ('pleased', 'VBD'), ('see', 'VB'), ('bed', 'JJ'), ('laid', 'VBN'), ('perfectly', 'RB'), ('plenty', 'JJ'), ('towels', 'NNS'), ('bathroom', 'NN'), ('also', 'RB'), ('happy', 'JJ'), ('see', 'VBP'), ('shampoo', 'JJ'), ('soap', 'NN'), ('provided', 'VBD'), ('sufficient', 'JJ'), ('overall', 'JJ'), ('happy', 'JJ'), ('stay', 'NN'), ('hotel', 'NN')]"
278,278,"My stay at the Hotel Monaco recently was fantastic. We got a very reasonable price for our stay (especially since we were a AAA member), and there was plenty of perks to utilize; in-room spa treatments and an evening wine wine hour to name a few. Another thing that the kids really enjoyed was that, upon request, the staff brought us a fish in its own fishbowl for our room. How cool is that! The staff were all very helpful and friendly and our stay was very enjoyable. I would definitely recommend the Hotel Monaco to anyone in the downtown Chicago area. 
",pos,dec,"[('stay', 'JJ'), ('hotel', 'NN'), ('monaco', 'NN'), ('recently', 'RB'), ('fantastic', 'JJ'), ('got', 'VBD'), ('reasonable', 'JJ'), ('price', 'NN'), ('stay', 'NN'), ('especially', 'RB'), ('since', 'IN'), ('aaa', 'JJ'), ('member', 'NN'), ('plenty', 'NN'), ('perks', 'NNS'), ('utilize', 'VBP'), ('in-room', 'JJ'), ('spa', 'NN'), ('treatments', 'NNS'), ('evening', 'VBG'), ('wine', 'JJ'), ('wine', 'JJ'), ('hour', 'NN'), ('name', 'NN'), ('another', 'DT'), ('thing', 'NN'), ('kids', 'NNS'), ('really', 'RB'), ('enjoyed', 'VBN'), ('upon', 'IN'), ('request', 'NN'), ('staff', 'NN'), ('brought', 'VBD'), ('fish', 'JJ'), ('fishbowl', 'NN'), ('room', 'NN'), ('cool', 'JJ'), ('staff', 'NN'), ('helpful', 'NN'), ('friendly', 'JJ'), ('stay', 'NN'), ('enjoyable', 'JJ'), ('definitely', 'RB'), ('recommend', 'VBP'), ('hotel', 'NN'), ('monaco', 'NN'), ('anyone', 'NN'), ('downtown', 'JJ'), ('chicago', 'NNS'), ('area', 'NN')]"
279,279,"I just got back from the Monaco in Chicago! I was very pleasantly surprised, as my husband booked this trip as a last minute getaway, and he usually picks bad places-haha. Anyway, the moment we got there the doormen greeted us warmly and helped get our luggage situatated. It was busy and the line was a little long, but it moved quickly. The lady at the front desk gave us a high floor when we requested one which was very good, especially since it seemed to be near full. The room was clean and spacious (especially considering it's a city hotel). We made a lot of use of the concierge, since again, it was so last minute we didn't really make any plans. He gave us some tips and also gave us a few places we should go for Chicago pizza yummy! It was also great being near the theater district, and basically in the thick of everything so we saved on cab fare. I thought the coolest thing was they brought you a goldfish in a bowl for your room! very trendy. My husband is not as easily impressed, but he was really excited about the free wine hour and the free drinks in the afternoon. Overall, really nice stay in a four star, or probably four and half star hotel!
",pos,dec,"[('just', 'RB'), ('got', 'VBN'), ('back', 'RB'), ('monaco', 'JJ'), ('chicago', 'NN'), ('pleasantly', 'RB'), ('surprised', 'VBD'), ('husband', 'NN'), ('booked', 'VBN'), ('trip', 'NN'), ('last', 'JJ'), ('minute', 'JJ'), ('getaway', 'NN'), ('usually', 'RB'), ('picks', 'VBZ'), ('bad', 'JJ'), ('places-haha', 'JJ'), ('anyway', 'JJ'), ('moment', 'NN'), ('got', 'VBD'), ('doormen', 'NNS'), ('greeted', 'VBD'), ('warmly', 'RB'), ('helped', 'VBN'), ('get', 'VB'), ('luggage', 'JJ'), ('situatated', 'VBN'), ('busy', 'JJ'), ('line', 'NN'), ('little', 'JJ'), ('long', 'JJ'), ('moved', 'VBD'), ('quickly', 'RB'), ('lady', 'JJ'), ('front', 'JJ'), ('desk', 'NN'), ('gave', 'VBD'), ('high', 'JJ'), ('floor', 'NN'), ('requested', 'VBD'), ('one', 'CD'), ('good', 'NN'), ('especially', 'RB'), ('since', 'IN'), ('seemed', 'VBN'), ('near', 'IN'), ('full', 'JJ'), ('room', 'NN'), ('clean', 'VBP'), ('spacious', 'JJ'), ('especially', 'RB'), ('considering', 'VBG'), ('city', 'NN'), ('hotel', 'NN'), ('made', 'VBD'), ('lot', 'NN'), ('use', 'NN'), ('concierge', 'NN'), ('since', 'IN'), ('last', 'JJ'), ('minute', 'NN'), (""n't"", 'RB'), ('really', 'RB'), ('make', 'VB'), ('plans', 'NNS'), ('gave', 'VBD'), ('tips', 'NNS'), ('also', 'RB'), ('gave', 'VBD'), ('places', 'NNS'), ('chicago', 'JJ'), ('pizza', 'NN'), ('yummy', 'NN'), ('also', 'RB'), ('great', 'JJ'), ('near', 'IN'), ('theater', 'NN'), ('district', 'NN'), ('basically', 'RB'), ('thick', 'JJ'), ('everything', 'NN'), ('saved', 'VBD'), ('cab', 'NNS'), ('fare', 'VB'), ('thought', 'VBN'), ('coolest', 'JJS'), ('thing', 'NN'), ('brought', 'VBD'), ('goldfish', 'JJ'), ('bowl', 'NN'), ('room', 'NN'), ('trendy', 'JJ'), ('husband', 'NN'), ('easily', 'RB'), ('impressed', 'VBD'), ('really', 'RB'), ('excited', 'JJ'), ('free', 'JJ'), ('wine', 'NN'), ('hour', 'NN'), ('free', 'JJ'), ('drinks', 'NNS'), ('afternoon', 'NN'), ('overall', 'JJ'), ('really', 'RB'), ('nice', 'JJ'), ('stay', 'VB'), ('four', 'CD'), ('star', 'NN'), ('probably', 'RB'), ('four', 'CD'), ('half', 'NN'), ('star', 'NN'), ('hotel', 'NN')]"
280,280,"My husband and I recently traveled to Chicago on a mini vacation. We stayed at the Omni Chicago Hotel in the downtown area. This hotel is simply beautiful. From the time we walked through the front doors until the day we left, we were treated as if we were royalty. I have never been treated so well. We were greeted by staff that sincerely seemed to love their jobs. We stayed in a Superior Corner Suite. The view of the city was the most amazing thing I had ever seen. The rooms were very spacious and clean. The king size bed was extremely comfortable. The room didn't seem like we were in a hotel, it had the feeling of home. There was a separate living room area which was wonderful, my husband and I just sat there one night and stared out the window at the skyline. It was mesmerizing. We ordered room service because we had a long day of shopping, which the hotel is very convenient to a lot of great shopping. Most everything is in walking distance. The food was to die for; it was as if we were eating at a 5 star fine dining restaurant. We did manage to go down and have a few drinks in the lounge. The lounge had a classy feel to it, very relaxing yet sophisticated. We even received a massage, in our room. While we did have all the conveniences of home, such as internet and TV, we did not even think about using them, being that we just wanted to get away from our everyday lives. This was the most romantic vacation my husband and I have ever taken. I cannot express how happy we were to have stayed in this hotel. We had other options but I am so glad we decided to stay here. The rate for the room was so inexpensive for the amount of luxury we were able to experience, which the experience itself is priceless. I will definitely share my experience with anyone and everyone and recommend this hotel. 
",pos,dec,"[('husband', 'NN'), ('recently', 'RB'), ('traveled', 'VBD'), ('chicago', 'NN'), ('mini', 'NN'), ('vacation', 'NN'), ('stayed', 'VBD'), ('omni', 'JJ'), ('chicago', 'JJ'), ('hotel', 'NN'), ('downtown', 'JJ'), ('area', 'NN'), ('hotel', 'NN'), ('simply', 'RB'), ('beautiful', 'JJ'), ('time', 'NN'), ('walked', 'VBD'), ('front', 'JJ'), ('doors', 'NNS'), ('day', 'NN'), ('left', 'VBD'), ('treated', 'VBN'), ('royalty', 'NN'), ('never', 'RB'), ('treated', 'VBN'), ('well', 'RB'), ('greeted', 'JJ'), ('staff', 'NN'), ('sincerely', 'RB'), ('seemed', 'VBD'), ('love', 'VB'), ('jobs', 'NNS'), ('stayed', 'VBN'), ('superior', 'JJ'), ('corner', 'NN'), ('suite', 'JJ'), ('view', 'NN'), ('city', 'NN'), ('amazing', 'VBG'), ('thing', 'NN'), ('ever', 'RB'), ('seen', 'VBN'), ('rooms', 'NNS'), ('spacious', 'JJ'), ('clean', 'JJ'), ('king', 'NN'), ('size', 'NN'), ('bed', 'VBD'), ('extremely', 'RB'), ('comfortable', 'JJ'), ('room', 'NN'), (""n't"", 'RB'), ('seem', 'VBP'), ('like', 'JJ'), ('hotel', 'NN'), ('feeling', 'VBG'), ('home', 'NN'), ('separate', 'JJ'), ('living', 'NN'), ('room', 'NN'), ('area', 'NN'), ('wonderful', 'JJ'), ('husband', 'NN'), ('just', 'RB'), ('sat', 'VBD'), ('one', 'CD'), ('night', 'NN'), ('stared', 'VBD'), ('window', 'JJ'), ('skyline', 'NN'), ('mesmerizing', 'NN'), ('ordered', 'VBD'), ('room', 'NN'), ('service', 'NN'), ('long', 'RB'), ('day', 'NN'), ('shopping', 'VBG'), ('hotel', 'NN'), ('convenient', 'NN'), ('lot', 'NN'), ('great', 'JJ'), ('shopping', 'VBG'), ('everything', 'NN'), ('walking', 'VBG'), ('distance', 'NN'), ('food', 'NN'), ('die', 'NN'), ('eating', 'VBG'), ('star', 'NN'), ('fine', 'JJ'), ('dining', 'VBG'), ('restaurant', 'JJ'), ('manage', 'NN'), ('drinks', 'NNS'), ('lounge', 'VBP'), ('lounge', 'NN'), ('classy', 'NN'), ('feel', 'NN'), ('relaxing', 'VBG'), ('yet', 'RB'), ('sophisticated', 'VBN'), ('even', 'RB'), ('received', 'VBN'), ('massage', 'NN'), ('room', 'NN'), ('conveniences', 'VBZ'), ('home', 'NN'), ('internet', 'NN'), ('even', 'RB'), ('think', 'VBP'), ('using', 'VBG'), ('just', 'RB'), ('wanted', 'VBN'), ('get', 'VB'), ('away', 'RB'), ('everyday', 'JJ'), ('lives', 'VBZ'), ('romantic', 'JJ'), ('vacation', 'NN'), ('husband', 'NN'), ('ever', 'RB'), ('taken', 'VBN'), ('can', 'MD'), ('express', 'VB'), ('happy', 'JJ'), ('stayed', 'JJ'), ('hotel', 'NN'), ('options', 'NNS'), ('glad', 'NN'), ('decided', 'VBD'), ('stay', 'JJ'), ('rate', 'NN'), ('room', 'NN'), ('inexpensive', 'JJ'), ('amount', 'NN'), ('luxury', 'NN'), ('able', 'JJ'), ('experience', 'NN'), ('experience', 'NN'), ('priceless', 'NN'), ('will', 'MD'), ('definitely', 'RB'), ('share', 'NN'), ('experience', 'NN'), ('anyone', 'NN'), ('everyone', 'NN'), ('recommend', 'JJ'), ('hotel', 'NN')]"
281,281,"The Omni Chicago Hotel is one of the most beautiful hotels I have ever had the oppertunity to visit. Not only are the desk clerks very helpful, but you feel like a celebrity when you visit. The workout room is great with lots of room so you do not feel cramp. They also have a great indoor pool and a spa. It also comes with 2 sundecks to get a nice tan. If you need a vacation, this is the place to stay.
",pos,dec,"[('omni', 'NNS'), ('chicago', 'VBP'), ('hotel', 'NN'), ('one', 'CD'), ('beautiful', 'NN'), ('hotels', 'NNS'), ('ever', 'RB'), ('oppertunity', 'IN'), ('visit', 'NN'), ('desk', 'NN'), ('clerks', 'NNS'), ('helpful', 'VBP'), ('feel', 'VBP'), ('like', 'IN'), ('celebrity', 'NN'), ('visit', 'NN'), ('workout', 'NN'), ('room', 'NN'), ('great', 'JJ'), ('lots', 'JJ'), ('room', 'NN'), ('feel', 'NN'), ('cramp', 'NN'), ('also', 'RB'), ('great', 'JJ'), ('indoor', 'JJ'), ('pool', 'NN'), ('spa', 'NN'), ('also', 'RB'), ('comes', 'VBZ'), ('sundecks', 'NNS'), ('get', 'VBP'), ('nice', 'JJ'), ('tan', 'NNS'), ('need', 'VBP'), ('vacation', 'NN'), ('place', 'NN'), ('stay', 'NN')]"
282,282,"The Omni Chicago Hotel offers all the great amenities in comfort that is expected of a luxury hotel, particularly speedy and easy wireless internet access and nice-sized plasma tv's. The windows are big enough to give a spectacular view of the city skyline while reclining on a great sofa in a comfortable and luxurious living room, before sleeping in a king-sized bed of either feather or foam pillows, which is particularly relaxing after taking a bath or shower in the spacious bathroom. An in-room massage appointment will add an additional relaxing aspect to the stay. There's even an exercise kit within the room for extra convince. However, the vast fitness center is just as worthy to use, as well as the whirlpool, Jacuzzi and the indoor swimming pool. Sunbathing is an easy activity to achieve via the two rooftop sundecks. A nice aspect that isn't so common to find is the ability to have small pets stay with you in the hotel. The Omni Chicago is a great way to add a bit of luxury to any type of vacation, particularly when you don't want to be separated from your pet, within the area. 
",pos,dec,"[('omni', 'NNS'), ('chicago', 'VBP'), ('hotel', 'NN'), ('offers', 'NNS'), ('great', 'JJ'), ('amenities', 'NNS'), ('comfort', 'NN'), ('expected', 'VBD'), ('luxury', 'JJ'), ('hotel', 'NN'), ('particularly', 'RB'), ('speedy', 'JJ'), ('easy', 'JJ'), ('wireless', 'JJ'), ('internet', 'JJ'), ('access', 'NN'), ('nice-sized', 'JJ'), ('plasma', 'NN'), ('windows', 'VBZ'), ('big', 'JJ'), ('enough', 'RB'), ('give', 'VBP'), ('spectacular', 'JJ'), ('view', 'NN'), ('city', 'NN'), ('skyline', 'NN'), ('reclining', 'VBG'), ('great', 'JJ'), ('sofa', 'NN'), ('comfortable', 'JJ'), ('luxurious', 'JJ'), ('living', 'NN'), ('room', 'NN'), ('sleeping', 'VBG'), ('king-sized', 'JJ'), ('bed', 'NN'), ('either', 'CC'), ('feather', 'NN'), ('foam', 'NN'), ('pillows', 'VBZ'), ('particularly', 'RB'), ('relaxing', 'JJ'), ('taking', 'VBG'), ('bath', 'NN'), ('shower', 'NN'), ('spacious', 'JJ'), ('bathroom', 'NN'), ('in-room', 'NN'), ('massage', 'NN'), ('appointment', 'NN'), ('will', 'MD'), ('add', 'VB'), ('additional', 'JJ'), ('relaxing', 'NN'), ('aspect', 'NN'), ('stay', 'VB'), ('even', 'RB'), ('exercise', 'NN'), ('kit', 'NN'), ('within', 'IN'), ('room', 'NN'), ('extra', 'JJ'), ('convince', 'NN'), ('however', 'RB'), ('vast', 'JJ'), ('fitness', 'NN'), ('center', 'NN'), ('just', 'RB'), ('worthy', 'JJ'), ('use', 'NN'), ('well', 'RB'), ('whirlpool', 'JJ'), ('jacuzzi', 'NN'), ('indoor', 'NN'), ('swimming', 'VBG'), ('pool', 'NN'), ('sunbathing', 'VBG'), ('easy', 'JJ'), ('activity', 'NN'), ('achieve', 'VBP'), ('via', 'IN'), ('two', 'CD'), ('rooftop', 'NN'), ('sundecks', 'NNS'), ('nice', 'JJ'), ('aspect', 'VBP'), (""n't"", 'RB'), ('common', 'JJ'), ('find', 'VB'), ('ability', 'NN'), ('small', 'JJ'), ('pets', 'NNS'), ('stay', 'VBP'), ('hotel', 'RB'), ('omni', 'JJ'), ('chicago', 'RB'), ('great', 'JJ'), ('way', 'NN'), ('add', 'JJ'), ('bit', 'JJ'), ('luxury', 'NN'), ('type', 'JJ'), ('vacation', 'NN'), ('particularly', 'RB'), (""n't"", 'RB'), ('want', 'VB'), ('separated', 'JJ'), ('pet', 'NN'), ('within', 'IN'), ('area', 'NN')]"
283,283,"I truly enjoyed my stay at the Omni Chicago Hotel. We stayed in a suite, which was clean and extremely nice, at a very reasonable rate. My husband and I spent quite a bit of time in the indoor pool, but personally I preferred laying out on the sundeck. Service was excellent; they were friendly and all of our needs were met promptly. I would definitely recommend this hotel to anyone looking to have a great experience in the downtown Chicago area.
",pos,dec,"[('truly', 'RB'), ('enjoyed', 'JJ'), ('stay', 'NN'), ('omni', 'IN'), ('chicago', 'JJ'), ('hotel', 'NN'), ('stayed', 'VBD'), ('suite', 'JJ'), ('clean', 'JJ'), ('extremely', 'RB'), ('nice', 'JJ'), ('reasonable', 'JJ'), ('rate', 'NN'), ('husband', 'NN'), ('spent', 'VBN'), ('quite', 'RB'), ('bit', 'JJ'), ('time', 'NN'), ('indoor', 'JJ'), ('pool', 'NN'), ('personally', 'RB'), ('preferred', 'JJ'), ('laying', 'VBG'), ('sundeck', 'NN'), ('service', 'NN'), ('excellent', 'JJ'), ('friendly', 'RB'), ('needs', 'VBZ'), ('met', 'VBN'), ('promptly', 'RB'), ('definitely', 'RB'), ('recommend', 'JJ'), ('hotel', 'NN'), ('anyone', 'NN'), ('looking', 'VBG'), ('great', 'JJ'), ('experience', 'NN'), ('downtown', 'NN'), ('chicago', 'NNS'), ('area', 'NN')]"
284,284,"I recently had my wedding at the Omni Hotel in Chicago and I was more than pleased. The decision to use a hotel as my wedding reception venue was at first a hard one, I was worried that a hotel would be too impersonal but once I met with the staff at the Omni I was certain that it was the way to go. The staff was so attentive and friendly, and I felt as if my wedding was the most important thing at the hotel. I highly recommend the Omni Hotel in Chicago, brides will not be dissapointed!
",pos,dec,"[('recently', 'RB'), ('wedding', 'VBG'), ('omni', 'JJ'), ('hotel', 'NN'), ('chicago', 'NNS'), ('pleased', 'VBD'), ('decision', 'NN'), ('use', 'NN'), ('hotel', 'NN'), ('wedding', 'VBG'), ('reception', 'NN'), ('venue', 'NN'), ('first', 'RB'), ('hard', 'RB'), ('one', 'CD'), ('worried', 'JJ'), ('hotel', 'NN'), ('impersonal', 'JJ'), ('met', 'VBD'), ('staff', 'NN'), ('omni', 'NNS'), ('certain', 'JJ'), ('way', 'NN'), ('staff', 'NN'), ('attentive', 'JJ'), ('friendly', 'RB'), ('felt', 'VBD'), ('wedding', 'VBG'), ('important', 'JJ'), ('thing', 'NN'), ('hotel', 'NN'), ('highly', 'RB'), ('recommend', 'JJ'), ('omni', 'NNS'), ('hotel', 'NN'), ('chicago', 'VBP'), ('brides', 'NNS'), ('will', 'MD'), ('dissapointed', 'VB')]"
285,285,"The Omni Chicago Hotel is a very high quality hotel. This hotel is a very comfortal and high tech place to relax. It has everything you could possibly want to relax, workout, and feel luxurious. A must stay at hotel, I give it five stars.
",pos,dec,"[('omni', 'NNS'), ('chicago', 'VBP'), ('hotel', 'NN'), ('high', 'JJ'), ('quality', 'JJ'), ('hotel', 'NN'), ('hotel', 'NN'), ('comfortal', 'JJ'), ('high', 'JJ'), ('tech', 'NN'), ('place', 'NN'), ('relax', 'NN'), ('everything', 'NN'), ('possibly', 'RB'), ('want', 'VBP'), ('relax', 'NN'), ('workout', 'NN'), ('feel', 'VBP'), ('luxurious', 'JJ'), ('must', 'MD'), ('stay', 'VB'), ('hotel', 'NN'), ('give', 'VB'), ('five', 'CD'), ('stars', 'NNS')]"
286,286,"My husband and I stayed at the Omni after attending a wedding that took place there. We were delighted at the luxury of the rooms and the accomodations were wonderful. Everyone from the concierge to the housekeepers were friendly and professional. We were extremely pleased with the whole experience and look forward to our next trip to Chicago so we can stay there again. And, by the way, the wedding was absolutely gorgeous!
",pos,dec,"[('husband', 'NN'), ('stayed', 'VBD'), ('omni', 'RP'), ('attending', 'VBG'), ('wedding', 'VBG'), ('took', 'VBD'), ('place', 'NN'), ('delighted', 'JJ'), ('luxury', 'NN'), ('rooms', 'NNS'), ('accomodations', 'NNS'), ('wonderful', 'VBP'), ('everyone', 'NN'), ('concierge', 'NN'), ('housekeepers', 'NNS'), ('friendly', 'JJ'), ('professional', 'JJ'), ('extremely', 'RB'), ('pleased', 'JJ'), ('whole', 'JJ'), ('experience', 'NN'), ('look', 'NN'), ('forward', 'RB'), ('next', 'JJ'), ('trip', 'NN'), ('chicago', 'NN'), ('can', 'MD'), ('stay', 'VB'), ('way', 'NN'), ('wedding', 'VBG'), ('absolutely', 'RB'), ('gorgeous', 'JJ')]"
